Nom du tiers_First name,Poste du tiers_ Title of first name,Compétences(details about title of first name to take into account)
Aï,IT Consultant,SQL|Base de données|SharePoint|Informatique décisionnelle|Business Intelligence|Network Security|TCP/IP|Sécurité informatique|Audit IT|Réseaux informatiques|Gestion de projet|Analyse de données|Analyse des risques|Risk Management|Audit de sécurité|Knowledge management|Audit interne|Big data|Controle interne|Conduite du changement|Linux|HTML|Microsoft Windows|Windows|Databases|Windows XP|Operating Systems|Computer Hardware|Système d'information|Gouvernance de la sécurité des informations|reseaux|systemes|Audit de grands projets|MOA|Audit des licences et des logiciels|Audit de la fonction informatique|Audit des ERP|Compliance|Audit des applications|Audit de l'organisation|Audit des processus
Jé,Fullstack Developer,Meteor.js|MongoDB|ElasticSearch|Social Media Marketing|Marketing Strategy|Web Services|Programmation web|Start-up|Docker|Amazon Web Services|JavaScript|HTML 5|CSS3|WordPress|React.js|Microsoft Azure|AWS|Node.js|Community Management|Growth Hacking|FTP|Express
He,Freelance JavaScript Developer,Node.js|React|Amazon Web Services|Web Design|SEO|Web design|JavaScript|Services Web RESTful|MSSQL|SASS|WordPress|MongoDB|jQuery|AngularJS|HTML5|CSS3|Git|Photoshop|PHP5|SQL|CSS|Amazon S3|Grunt|LESS|Redis|ElasticSearch|RabbitMQ|Express.js|Responsive|React-redux|Socket.io|API|Webpack|Babel|Susy|Gulp|Amazon Elastic Compute Cloud|AWS Lambda|AWS API Gateway|Swagger|OpenAPI
Ya,Double cursus ingénieur / commerce,Pédagogie|Esprit critique|Parler en public|Recrutement IT|Banking|Talent Acquisition|E-commerce|Sciences économiques|Analyse financière|Écriture créative|Politique publique|Recherche|Marketing|Relation client|JavaScript|PHP|Node.js|MySQL|Ruby on Rails|Travail d'équipe|Communication|Management|Team Building|Anglais|Espagnol|Framework Symfony|J2EE Web Services|Ecoute active|Networking|Affaires étrangères
Ad,Expert Javascript Freelance,JavaScript|AngularJS|Node.js|Digital Marketing|E-commerce|Web Development|PHP|Perl|Java|MySQL|Git|Subversion|JavaScript Libraries|Mercurial|ElasticSearch
Ab,Dévélopeur SIG/FME,ArcGIS|Spatial Analysis|SIG|Analyse spatiale|Gestion de projet|Recherche|Project Management|GPS|Cartography|Planification de projets|Cartographie|Geomatics|Géomatique|AutoCAD|SQL|GIS|Java|JavaScript|Oracle Database|Management|Bibliothèques JavaScript|GeoServer|FME|OpenLayers|Leaflet|GDAL
Lu,Chef de Projets Technique chez Gemalto,ITIL|Gestion de projet|Management IT|Sécurité de l'information|Management services IT|Stratégie IT|IT Service Management|Outsourcing|Intégration|Consulting|Gestion de portefeuille de projets|ERP|Informatique décisionnelle|Infrastructure|Cloud Computing|Transfert des données|Gestion de la relation client (CRM)|Rédaction technique|Amélioration de la qualité|Qualité de Service (QoS)|Gestion des incidents|Gestion des risques|Gestion des opérations|Budget|Active Directory|Windows Server|Unix|Linux|Microsoft SQL Server|Microsoft Office|Matériel informatique|Gestion d'équipe|Management|Gestion d’équipe|Gestion de la transition|Leadership d’équipe|Gestion de la relation avec les partenaires|HP Openview|Lotus Domino|Transformation informatique|Gestion de la relation avec les fournisseurs|Gouvernance informatique|Gouvernance de projet|Reporting de performances|Mise en œuvre de solutions|PCA|PRA
Al,Ingénieur en développement full-stack,Java|Spring|Angular|Software Engineering|Algorithms|Test Driven Development|Web Development|Android Development|iOS Development|Cybersecurity|UX Design|Ergonomics|Graphics|Typography|Vector Illustration|Agile Methodologies|Scrum|Continuous Integration|ITIL|Hibernate|Linux|Android|iOS|Swift|JavaScript|HTML|CSS|Bash|SQL|PostgreSQL|Git|Maven|Ansible|Docker|Amazon Web Services|LaTeX|UML|Communication|Team Leadership|Critical Thinking|Problem Solving|Accessibility|DevOps|Spring Boot|TypeScript|Jest|RxJS|NgRx|Yarn|OpenLayers
Lu,Chercheuse en intelligence artificielle,Artificial Intelligence|SQL|Machine Learning|Méthodes agiles|Intelligence artificielle|Services web|Data Mining|Scrum|Java|MySQL|Java Enterprise Edition|JavaScript|Python|J2EE Application Development|Hibernate|CSS|UML|Base de données|Apache|HTML5|Microsoft SQL Server|PHP|Qt|QML|Intelligent Agents|Agent-based Modeling|Multi-agent Systems|Text Mining
St,Directeur de Projet - PMO chez SYNAPSYS IT (Cabinet de conseil),Gestion de projet|Stratégie IT|Intégration|Management services IT|Management IT|Change Management|Architecture|Finance d'entreprise|Marketing|Windows Server|Gestion d'équipe
Th,Front-end developer and JavaScript enthusiast,JavaScript|TypeScript|Java|Programmation web|jQuery|Node.js|HTML|CSS|Git|Linux|GitHub|Jenkins|Framework Sping
Fr,Développeur JavaScript Freelance,Web Development|PHP|Laravel|OOP|Composer|SEO|E-commerce|Git|jQuery|JavaScript|Bash|SQL|Apache|AJAX|GruntJS|AngularJS|JSON|Debian|HTML|CSS|MySQL|XHTML|Linux|GNU/Linux|Mootools|DOM|ORM Tools|PhpSpec|Archlinux|Rsync|Bower|MVC|APIs
Vi,Chef de projet sécurité informatique en alternance chez Allianz France,Project Management|Service client|Management|Services de santé|Serveur de stockage en réseau (NAS)|IT services de santé|Firewalls|Virtualisation|Microsoft Office|VMware ESX|Active Directory|GPO|VMware vCenter|Politique de sécurité SI|Sauvegarde de données
Gr,"Developer JS Freelance (ReactJS, Node.js)",JavaScript|HTML5|Node.js|Content Strategy|Content Marketing|Social Media Marketing|Social Media|CSS3|C|Unix|Linux|MySQL|Git|SQL|Python|AngularJS|CSS|React.js|Community Management|Anglais|English|Golang|Technology Evangelism
Ri,"Architecte IT, Freelance",Application Architecture|Distributed Systems|Microservices Architecture|SOA|Design Patterns|Continuous Integration|Agile Methodologies|Web|Cloud Computing|Java|Spring|Java Enterprise Edition|Hibernate|SQL|JavaScript|Git|Scala|Docker|Team management|Akka|Data Streaming|Event-driven Architecture|Domain-Driven Design|Kafka|Vert.x|RxJava|Kubernetes|Reactive Systems and Programming|Blockchain|PKI|Hyperledger Fabric|GS1 / EPCIS
Fa,"Chef de projet IT senior (Infrastructure, Production, Architecture, Application) - Indépendant",Gestion de projet|Gestion d'équipe|ITIL|Intégration|Change Management|Management IT|ERP|Integration|• Conduite du changement|Management|• Conduite de projet d’infrastructure|• Définition architectures applicative et technique|• Industrialisation de la production MVS et UNIX|• Mise en oeuvre démarche ITIL|• Pilotage de projet d’intégration de nouveaux SI|• Assistance aux projets MOA/MOE|• Audit et Optimisation des processus informatiques|• Coordination d’équipes projets et de sous-traitants|• Migration d’application et de langage|• Suivi de budget projet|Optimisation des coûts d'infrastructure
Ax,Consultant Infrastructure Indépendant (Spécialiste Cybersécurité),Virtualisation|Firewalls|Windows Server|Sécurité|Gestion de projet|Sécurité réseau|Cloud Computing|System Architecture|System Administration|Network Security|Computer Security|Virtualization|Systems Engineering|Infrastructure|Sécurité de l'information|Intégration|Administration réseau|Management IT|Avant-vente|Consulting|ITIL|Red Hat Linux|Debian|Bash|Active Directory|Microsoft Exchange|Open Source|Linux|SaaS|Fortinet|IPSec|PKI|IT Infrastructure Management|IDS|Proxy|Networking|Reverse Proxy
Je,Développeur web Freelance en recherche de mission,
Br,"JavaScript Full Stack Developer(React, GraphQL ninja) at HSE24 Home Shopping Europe GmbH",React.js|Redux|Node.js|Scrum|Gestion de projet|AngularJS|Java|Linux|JavaScript|PHP|C|C++|jQuery|Angular4|React Native|Spring Boot|Ionic 2|GraphQL
Lo,Lead Développeur Front,Node.js|React.js|docker|atomic design|reactive programming
Mé,Directeur de projets SI,"Agile Project Management|Project Management|CRM|Business Intelligence|ERP|Data Warehousing|Retail|Management Consulting|Consulting|Business Analysis|Telecommunications|Luxury Goods|Strategy|Change Management|Agile Methodologies|Cloud Computing|Business Process|Scrum|Systems Analysis|Pre-sales|Information Technology|Analysis|IT Strategy|Software Project Management|Data Integration|Business Requirements|Business Process Management|Gestion des données de référence|Gestion de portefeuille de projets|Extraire, transformer, charger (ETL)|Gestion des données|SaaS|Databases|Team Management|Management|Travail d’équipe|Customer Relationship Management (CRM)|IT Project & Program Management|Dashboard|Project leader|Collaboration Architect|Gouvernance de données|Implémentation de projets informatiques|MicroStrategy"
Pa,Consultante en recrutement Freelance IT & Digital chez Robert Walters,Sourcing|Recrutement|Réseaux sociaux|Marketing|Recrutement IT|SEO|Rédaction|Développement commercial|Marketing digital|Service client|Communication|Entretiens
Mo,Ingénieur Études et Développement ( Développeur FullStack : PHP / Symfony 2 et 3 | React ),Applications web|PHP|AngularJS|Services web|Applications mobiles|Scrum|Planification des tests|Développement de logiciel|Spa|Sécurité réseau|Administration réseau|AJAX|MySQL|JavaScript|Services Web RESTful|HTML5|Apache|jQuery|Android|Twitter Bootstrap|C++|C#|MongoDB|JUnit|C|Java|JPA|Framework Sping|JSF|Node.js|Jenkins|Git|Systèmes de gestion de contenu (CMS)|Debian|Zend Framework|Symfony|OpenCV|J2EE Web Services|PHPUnit|react|RabbitMQ|Technologie de moteur de recherche|TeamCity
Ja,Consultant IT Indépendant,Java|MySQL|Architecture d'entreprise|Cloud Computing|Intégration|Méthodes agiles|SOA|Agile Methodologies|Architecture orientée services (SOA)|Architecture d’entreprise|Architecture de solution|Linux|JavaScript|Apache|Maven|Java Enterprise Edition|SQL|Tomcat|Hibernate|Jenkins|Spring Framework|REST|Representational State Transfer|JUnit|XML|Framework Sping|Eclipse|AngularJS|Spring|Puppet|RabbitMQ|Redis|API Google Maps|Elasticsearch|Openstack|Leaflet|SBA|GH France|LBA|LBS
Be,IT Talent Acquisition @ SPIE ICS ,Human Resources|Talent Management|Marketing digital|Recruiting|HR Marketing|Management|French|English
Al,HR Business - IT chez Confidential,Gestion de projet|Management|Gestion d'équipe|Recrutement|Change Management|Ressources humaines|Stratégie commerciale|Formation|Gestion d’équipe|Communication|Gestion de conflit|Coaching|Développement personnel|Sourcing|Leadership d'équipe|Enseignement|Management Interculturel
Ro,Développeur front-end freelance (JavaScript/React),JavaScript|React.js|ReactJS|Programmation web|Web design|Scrum|Méthodes agiles|Site web adaptatif|Feuilles de Style en cascade (CSS)|HTML|Node.js|Git|CSS|CSS 3|HTML 5|HTML5|MongoDB|JSON|AngularJS|WordPress|D3.js|jQuery|Grunt|PHP|Adobe Photoshop|MySQL|SQL|Sass|Twitter Bootstrap|Adobe Creative Suite|Redux|cssnext|Babel|Gulp.js|Webpack|Développement front-end|GraphQL|Yarn|Jest|TypeScript|Express.js|Vue.js|GSAP
Ma,Fullstack Developer chez Freelance,React|JavaScript|Node.js|HTML|CSS|Angular|jQuery|Bootstrap|PHP|Express
Ju,Freelance Consultant chez Indépendant,Microsoft Office|Service client|Microsoft Excel|Recherche|Réseaux sociaux|Marketing|Scrum|Méthodes agiles|scrum master|PowerPoint|Microsoft Word|SAP BW|SAP ERP|Microsoft Access|SAP BI|Leadership|Parler en public
He,Chef de projet IT freelance,Project Management|Microsoft SQL Server|Microsoft Office
Re,En recherche Active - missions Freelance de Scrum Master ou Product Owner,Conception de logiciels|Oracle|Java|ETL|Software Design|Gestion de projet logiciel|Intégration|Informatique décisionnelle|Web Services|Gestion de projet|IT Strategy|Management services IT|Java Enterprise Edition|SQL|J2EE Application Development|PostgreSQL|Management|Informatica|IBM Mainframe|Mobile Device Management
Ma,Développeur web freelance Fullstack Javascript Node.js / React.js,
Wi,Consultant Freelance Risques IT,Analyse financière|Audit|Financial Analysis|Auditing|Corporate Finance|Financial Reporting|Internal Controls|Risk Management|Analyse de données|Finance d'entreprise|Valuation|IFRS|ISO 27001|SAP|Tableau|SQL|Microsoft SQL Server|Essbase|ISO 27002|cash pooler web|alteryx|ISO 27005|Operational Resilience
M',Consultant indépendant chez Freelancer Degital & QA Specialist,SQL|Testing|Scrum|Consulting|Intégration|Script Shell|Télécommunications|Integration|Méthodes agiles|Gestion de projet|Informatique décisionnelle|Oracle|Linux|HP Quality Center|C|Quality Center|Python|Unix|XML|Soapui|Tests d’API|ITSM Service Now|JIRA Project Manager|Behavior Driven Development (BDD)|Tarantula testing tool|AirDriod
Yo,Expert React - Freelance - Remote,PHP|JavaScript|React.js|Data Analysis|Project Management|User Experience|Data Mining|Bash|Unix|C|Apache|Debian|Git|Backbone.js|SQL|Trading Systems|MongoDB|AJAX|React|Socket.io|Optimization Software|Symfony|Doctrine|OrientDB|Algorithmic Trading|MQL4|MetaTrader|Redis|Web Crawling|ElasticSearch|Amazon EC2|Single Page Application|Graph Databases|Redux|Rethinkdb
Ch,"Développeur front-end Junior (HTML/CSS, JS, React JS) en recherche d'un emploi (Paris/Marseille)",Anglais|React.js|Parler en public|Site web adaptatif|Adobe Photoshop|JavaScript|HTML5|Feuilles de style en cascade (CSS)|Node.js|Bootstrap|Management|Communication|Espagnol|Développement front-end|TypeScript|ES6|Materialize|Développement d’applications web
Ch,Architecte DPLG  En recherche très active ,Microsoft Office|Microsoft Excel|Adobe Photoshop|Microsoft Word|AutoCAD|sketchup|3 dsmax|lumion
Mu,"Consultant IT, MBA",Big data|Gestion de la relation client (CRM)|E-commerce|machine learning|data mining|SOA|Méthodes agiles|Services web|Gestion de projet|Marketing en ligne|Gestion de projet agile|Développement de logiciels|Visualisation de données|Conception web|Big Data|Intelligence artificielle|UML|SQL|Java|SAP ERP|Salesforce.com|Gestion d’équipe|Communication interpersonnelle|Sens de l’organisation|Gouvernance de données|Inteligence Artificielle|Technologies Web|Systèmes d’informations|Suivi de projets|Responsables de projet|Spécifications fonctionnelles|Science des données|Cahier des charges fonctionnel|Qualité des données|Architecture de données
Ni,Développeur JavaScript chez Le Groupe La Poste,JavaScript|Front-end|HTML|Gestion de projet|Web Development|Programmation web|CSS|Node.js|Git|MySQL|SQL|XML|Twitter Bootstrap|ReactJS|ElasticSearch|Zurb Foundation
Fo,Freelance Javascript Developer,JavaScript|Node.js|Ember.js|CSS|HTML|.NET|C#|jQuery|Bootstrap|SQL|Ruby on Rails|AngularJS
Xa,Senior React Native Developer Freelance Remote,React Native|JavaScript|Web Development|Web Applications|Cloud Computing|REST|Node.js|AngularJS|Scala|Ruby|Git|ionic framework|Ruby on Rails|React.js|Java|Python|Django|SASS|Spring Framework|Jenkins|Open Source|Docker|HTML5|JSON|HTML|ReasonML|Functional Programming|Play Framework|Front-end|Back-end|Heroku|Amazon EC2|CoffeeScript|Representational State Transfer (REST)|Cascading Style Sheets (CSS)
Ro,"Entrepreneur et co-fondateur du groupe publicitaire indépendant BIG Success (BIG Success, TOP Talents Factory, TVLowcost, LowCostMedia, Brioude Internet, It’s Amaz’in sur Amazon)",Marketing digital|Publicité en ligne|Communication marketing|Marketing|Stratégie numérique|Digital Strategy|Stratégie marketing|Digital Media|Online Advertising|Média numérique|Advertising|Digital Marketing|Marketing Communications|Marketing Strategy|Publicité|Online Marketing|Réseaux sociaux|E-commerce|Social Media|Direct Marketing|Interactive Marketing|Video|BtoB|Développement commercial|SEM|B2B|Business Development|Retail|Lower Costs
ic,Expert Microsoft Server Infrastructure/ Cloud Plateform/ Network. CCNP|MCSE|CCNA|MCSA|2012/2016,Linux|Networking|Windows Server|Sécurité|Troubleshooting|Cloud Computing|Technologies de l’information|Sécurité réseau|Voix sur IP (VoIP)|Big data|Virtualisation|Sécurité des données|Sécurité informatique|SQL|SharePoint|Microsoft Outlook|Java Enterprise Edition|ASP.NET MVC|Cisco Technologies|Microsoft Azure|VMware vSphere|Oracle Database|UML|Microsoft Exchange|Office 365|VMware|Management|ERP Microsoft Dynamics|Cisco ASA|Microsoft Forefront Threat Management Gateway|Sécurité Cisco|Cisco Call Manager|Cisco Collaboration
Th,En recherche active d'opportunités dans le business development et le numérique,Leadership|Business Development|Négociations|Business-to-Business (BtoB)|Market Research|Marketing|Entrepreneuriat|Stratégie|Vente|Stratégie commerciale|Développement commercial|Prospection|Microsoft Office|Customer Service|Management|Service client|Gestion de la relation avec les partenaires|Fidélisation|Upselling
Je,Consultant IT (Indépendant),Stratégie IT|BlockChain Hyperledger Fabric|Consulting|Management services IT|Management
? ,Développeur Full Stack JS chez Extia,React.js|Node.js|redux|Robotique|Microcontrôleurs|Intelligence artificielle|Cloud Computing|Gestion de projet|Java|Java Database Connectivity (JDBC)|JEE|Cisco Technologies|Embedded C|Git|GitHub|NoSQL|NOSQL|Networking|Logiciels Embarqués|koa js|gitlab|react native
Vi,Ingénieur réseaux et sécurité,Customer Service|Business Development|Strategic Planning|Strategy|Project Management|Operations Management|Analysis|Project Planning|Business Strategy|Entrepreneurship|Technical Support|Troubleshooting|Firewall|Sécurité réseau|Microsoft Office|Computer Hardware|Python|Management|Training|Teamwork|Team Building|I T Support|Networking
Jo,Responsable commercial Sud En recherche ACTIVE disponible immédiatement - Responsable commercial Sud,Dispositif médical|Développement de marchés|Vente|Ventes|Hôpitaux|Lancement de produit|Sales Manager|Sales Management|Stratégie de commercialisation|Stratégie commerciale|Stratégie marketing|Planification stratégique|Conception de produit|Marketing|Product Launch|Medical Devices|Sales Operations|Management|New Business Development
Ol,IT Financial Consultant - PM & BA Sujets réglementaires,Management|Microsoft Office|Gestion de projet|Gestion du changement|Banque|Banque d'investissement|Gestion d’équipe
Ma,Développeur web fullstack chez Connected Company,Node.js|JavaScript|React|Programmation|Administration réseau|Conception bases de données|MySQL|JAVA|Base de données|SQLite|Python|Modèle MVC de Spring|UML|Linux|C++|HTML5|PHP|ASP.NET|jQuery|Git|Laravel|Architecture MVC|vuejs|Framework Symfony
Al,Consultant indépendant et Associé chez Mon consultant indépendant,
Pi,Fullstack React / Angular / Node / React-Native,Développement web|Développement Mobile|React Native|React.js|AngularJS|Node.js|JavaScript|Angular|User Experience Design|HTML5|CSS3|Bootstrap|Développement Front-End
wi,"Expert Javascript, Freelance",JavaScript|react.js|rust|Node.js|angularJS|Git|HTML5|Feuilles de style en cascade (CSS)|MongoDB|GitHub|node.js|redux|next.js|Angular2|wasm|rust/wasm|Développement web back-end|TypeScript
Ja,Chef De Projet Digital & Product Owner,Gestion de projet|Business analysis|Management d'équipe|Méthode agile|Product management|AMOA|Transformation digitale|Conduite du changement|Spécifications fonctionnelles|MOA|Gestion de projet web
Sa,Développeur web fullStack js 10 ans d'expériences dans le développement,JavaScript|php 5.6 php 7|angular version 8|Expérience utilisateur|Design d’interface utilisateur|Scrum|Gestion de projet agile|HTML5|css3|D3.js|bootstrap|jQuery|nodejs|MongoDB|MySQL|Git|Microsoft PowerPoint|Adobe Photoshop|GitHub|Java|Eclipse|React.js|Sass|Adobe xd|Gestion de projet et d'équipe|Conception des sites web et mobile|poker planning|méthode agile|TypeScript|angular 8|ux/ui|Express.js|vscode|phpstorm|es5|es6
Ah,Chef de projet IT & consultant en technologies mobiles,Technologie mobile|Planification de projets|Management|Change Management|Gestion des risques|Évaluation du risque|Rédaction technique|Rédaction de rapport|Infrastructure|Gestion de projet|VMware|Android|iOS|Windows Server|Active Directory|Projet Microsoft|Microsoft Office|SCCM|MobileIron|VMWARE WorkSpace One
Mo,Journaliste IT & Business Indépendant,Magazines|Editorial|Journalism|Content Management|Media Relations|Web Content|Marketing Communications|Press Releases|Social Media|Strategic Communications|Digital Media|Content Strategy|Publishing|Crisis Communications|Public Relations|Copywriting|Blogging|Online Marketing|Online Advertising|Social Networking|Social Media Marketing|SEO|Internal Communications|Web Content Management|Email Marketing|Marketing digital|Communication d’entreprise|Communiqué de presse|Journalisme|Relations publiques|Réseaux sociaux|Corporate Communications|Digital Strategy|Digital Marketing|Publications|Community Management|DES|New Media|Web Content Writing
Ch,Développeur Freelance React.js,
